,code,title
2658,EDF5822,Early childhood education and practice
2659,EDF5823,Literacy and language
2660,EDF5824,Creative childhoods and learning
2661,EDF5825,Numeracy and mathematical thinking
2662,EDF5826,"Curriculum, planning and assessment"
2663,EDF5827,"Health and well-being of children, families and communities"
2664,EDF5828,English in the early years
2665,EDF5829,Mathematics in the early years
2666,EDF5832,Primary mathematics 2
2667,EDF5833,Primary technologies
2668,EDF5834,"Indigenous students, curriculum and pedagogies"
2669,EDF5836,Primary mathematics 1
2670,EDF5837,Introduction to teaching
2671,EDF5838,Understanding and engaging adolescent learners
2672,EDF5839,Positive learning relationships and environments
2673,EDF5840,Science and technology
2674,EDF5841,Teaching performance assessment
2675,EDF5842,Diversity and inclusive education
2676,EDF5843,Moral and ethical childhoods
2677,EDF5844,Partnerships in early childhood education 
2678,EDF5845,Globally sustainable childhoods
2679,EDF5846,Transitions 
2680,EDF5847,Educational leadership: Policy and advocacy 
2681,EDF5848,"Teaching, learning and child development"
2682,EDF5849,Early childhood and primary arts
2683,EDF5850,Early childhood and primary science
2684,EDF5851,Early childhood and primary health and physical education and technologies
2685,EDF5852,Leading English and literacy in primary schools 
2686,EDF5853,Leading mathematics and numeracy in primary schools
2687,EDF5854,Early childhood and primary humanities and social sciences 
2688,EDF5855,The teaching profession and the professional teacher
2689,EDF5856,Primary arts
2690,EDF5857,Primary science education
2691,EDF5858,Primary health and physical education 
2692,EDF5859,Humanities and social sciences in the primary school
2693,EDF5860,The arts and technologies in primary schools
2694,EDF5861,Digital teaching and learning in secondary classrooms
2695,EDF5862,Literacy and numeracy across the curriculum 
2696,EDF5863,Assessment and reporting
2697,EDF5864,Researching education policy and practice
2698,EDF5865,"Partnerships, health and wellbeing"
2699,EDF5880,Early childhood professional experience 1A
2700,EDF5881,Primary professional experience 1A
2701,EDF5882,Secondary professional experience 1A
2702,EDF5883,Early childhood professional experience 1B
2703,EDF5885,Early childhood professional experience 1C
2704,EDF5886,Primary professional experience 1B
2705,EDF5887,Secondary professional experience 1B
2706,EDF5888,Early childhood professional experience 2A
2707,EDF5889,Primary professional experience 2A
2708,EDF5890,Primary professional experience 2B
2709,EDF5891,Secondary professional experience 2A
2710,EDF5892,Early childhood professional experience 2B
2711,EDF5893,Primary professional experience 2C
2712,EDF5894,Primary professional experience 2D
2713,EDF5895,Secondary professional experience 2B
2714,EDF5905,Early childhood literacy and numeracy
2715,EDF5926,Early years professional experience 2
2716,EDF5927,Early years professional experience 3
2717,EDF5928,Early years professional experience 4
2718,EDF5934,Primary professional experience 4
2719,EDF5935,Primary professional experience 5
2720,EDF5936,Primary professional experience 6
2721,EDF5942,Secondary professional experience 2
2722,EDF5944,Secondary professional experience 4
2723,ENE1621,Environmental engineering
2724,ENE2021,Energy and the environment
2725,ENE2503,Material properties and recycling
2726,ENE3031,Building sustainability
2727,ENE3032,Fate and transport of contaminants
2728,ENE3606,The air environment
2729,ENE4041,Soil remediation and solid waste management
2730,ENE4042,Environmental impact and risk assessment
2731,ENE4607,Environmental risk assessment
2732,ENG0001,Engineering continuous professional development
2733,ENG0002,Industrial training
2734,ENG0003,Professional engineering continuous professional development
2735,ENG1001,"Engineering design: Lighter, faster, stronger"
2736,ENG1002,"Engineering design: Cleaner, safer, smarter"
2737,ENG1003,Engineering mobile apps
2738,ENG1005,Engineering mathematics
2739,ENG1011,Engineering methods
2740,ENG1012,Engineering design
2741,ENG1013,Engineering smart systems
2742,ENG1014,Engineering numerical analysis
2743,ENG1021,Spatial communication in engineering
2744,ENG1051,Materials for energy and sustainability
2745,ENG1060,Computing for engineers
2746,ENG1090,Foundation mathematics
2747,ENG1811,Engineering Industry 4.0 Design
2748,ENG2005,Advanced engineering mathematics
2749,ENG2011,Early human development from cells to tissues
2750,ENG2022,Human anatomy and development: Tissues and body systems
2751,ENG2801,Leadership and innovation
2752,ENG3101,Engineering education placement
2753,ENG3111,Sensory and cognitive neuroscience
2754,ENG4001,Special studies in engineering 1
2755,ENG4002,Special studies in engineering 2
2756,ENG4105,Biomedical engineering integrated design
2757,ENG4700,Engineering technology for biomedical imaging and sensing
2758,ENG4701,Final year project A
2759,ENG4702,Final year project B
2760,ENG5001,Advanced engineering data analysis
2761,ENG5002,Engineering entrepreneurship
2762,ENG5003,Advanced design project A
2763,ENG5004,Advanced design project B
2764,ENG5005,Research methods
2765,ENG5006,Research practice
2766,ENG5007,Translation and commercialisation of medical technologies
2767,ENG5008,Work integrated learning
2768,ENG5100,Professional engineer in organisation and society
2769,ENG5105,Integrated design
2770,ENG5106,Integrated design project
2771,ENG5410,Research practice in engineering
2772,ENG5805,Statistics and operations research for industrial engineers
2773,ENG5811,Research project A
2774,ENG5812,Research project B
2775,ENG5813,Industry-based project A
2776,ENG5814,Industry-based project B
2777,ENG6001,Advanced engineering data analysis
2778,ENG6002,Engineering entrepreneurship
2779,ENG6007,Translation and commercialisation of medical technologies
2780,ENG6009,Communicating research in engineering
2781,ENG6100,Professional engineer in organisation and society
2782,ENG6410,Research practice in engineering
2783,ENG6805,Statistics and operations research for industrial engineers
2784,ENS5010,Global challenges and sustainability
2785,ENS5020,Perspectives on sustainability
2786,ENS5310,Securing biodiversity and ecosystems
2787,ENS5320,"Climate change, energy and human security"
2788,ENS5330,Water security and environmental pollution
2789,ENS5340,Transforming cities for sustainability
2790,ENS5510,Innovation to influence system change
2791,ENS5520,Understanding human behaviour to influence change
2792,ENS5530,Leading change for sustainable development
2793,ENS5900,Research thesis in environment and sustainability
2794,ENS5901,Research thesis in environment and sustainability A
2795,ENS5902,Research thesis in environment and sustainability B
2796,ENS5910,Interdisciplinary industry project for sustainable development solutions
2797,ENS5920,Environment and sustainability project
2798,ENS5930,Sustainability internship
2799,ENV1800,Environmental science: A Southeast Asian perspective
2800,ENV2022,Environmental field skills and monitoring
2801,ENV2726,Global conservation and biodiversity
2802,EPM5001,Health indicators and health surveys
2803,EPM5003,Principles of statistical inference
2804,EPM5005,Data management and statistical computing
2805,EPM5006,Clinical biostatistics
2806,EPM5007,Design of randomised controlled trials
2807,EPM5008,Longitudinal and correlated data analysis
2808,EPM5009,Categorical data and generalised linear models
2809,EPM5010,Survival analysis
2810,EPM5011,Biostatistics practical project: double unit
2811,EPM5012,Bioinformatics
2812,EPM5013,Bayesian statistical methods
2813,EPM5014,Probability and distribution theory
2814,EPM5015,Biostatistics practical project: single unit
2815,EPM5017,Machine learning for biostatistics
2816,EPM5018,Causal inference
2817,EPM5023,Foundations of international health
2818,EPM5026,Mathematical foundations for biostatistics
2819,EPM5027,Regression modelling for biostatistics 1
2820,EPM5028,Regression modelling for biostatistics II
2821,EPM5029,introduction to health data analytics
2822,ERU0001,Research in chemical engineering
2823,ERU0002,Research in civil engineering
2824,ERU0003,Research in electrical and computer systems engineering
2825,ERU0004,Research in materials engineering
2826,ERU0005,Research in mechanical engineering
2827,ERU0006,Research in maintenance management engineering
2828,ERU0007,Research in telecommunications engineering
2829,ERU0008,Research in biomedical engineering
2830,ERU0009,Research in transport and traffic engineering
2831,ERU0010,Research in advanced process design
2832,ERU0011,Research in pulp and paper technology
2833,ERU0012,Research in engineering education
2834,ERU0013,Research in mechatronics engineering
2835,ERU0014,Research in biological engineering
2836,ETB1100,Business statistics
2837,ETB2111,Business data modelling
2838,ETC1000,Business and economic statistics
2839,ETC1010,Introduction to data analysis
2840,ETC2410,Introductory econometrics
2841,ETC2420,Statistical thinking
2842,ETC2430,Actuarial cash flow modelling
2843,ETC2440,Mathematics for economics and business
2844,ETC2520,Probability and statistical inference for economics and business
2845,ETC3250,Introduction to machine learning
2846,ETC3400,Principles of econometrics
2847,ETC3410,Applied econometrics
2848,ETC3420,Applied insurance methods
2849,ETC3430,Financial mathematics under uncertainty
2850,ETC3440,Introductory econometrics
2851,ETC3450,Applied time series econometrics
2852,ETC3460,Financial econometrics
2853,ETC3520,Foundations of quantitative finance
2854,ETC3530,Life insurance mathematics
2855,ETC3550,Applied forecasting
2856,ETC3555,Statistical machine learning
2857,ETC3580,Advanced statistical modelling
2858,ETC4110,Actuarial practice 1
2859,ETC4120,Actuarial practice 2
2860,ETC4130,Asset liability management
2861,ETC4400,Statistical theory and practice
2862,ETC4410,Macroeconometrics
2863,ETC4420,Microeconometrics
2864,ETC4460,Financial econometrics 2
2865,ETC4541,Bayesian inference and data analysis
2866,ETC4860,Honours research project
2867,ETC5010,Special reading unit 
2868,ETC5242,Statistical thinking
2869,ETC5250,Introduction to machine learning
2870,ETC5252,Probability and statistical inference for economics and business
2871,ETC5340,Principles of econometrics
2872,ETC5341,Applied econometrics
2873,ETC5342,Applied insurance methods
2874,ETC5343,Financial mathematics under uncertainty
2875,ETC5345,Applied time series econometrics
2876,ETC5346,Financial econometrics
2877,ETC5352,Foundations of quantitative finance
2878,ETC5353,Life insurance mathematics
2879,ETC5410,Bayesian inference and data analysis
2880,ETC5420,Microeconometrics
2881,ETC5440,Statistical theory and practice
2882,ETC5441,Macroeconometrics
2883,ETC5460,Financial econometrics 2
2884,ETC5470,Econometrics graduate seminar
2885,ETC5510,Introduction to data analysis
2886,ETC5511,Open source programming
2887,ETC5512,Wild-caught data
2888,ETC5513,Collaborative and reproducible practices
2889,ETC5521,Exploratory data analysis
2890,ETC5522,Advanced data handling
2891,ETC5523,Communicating with data
2892,ETC5533,Becoming a business analyst
2893,ETC5543,Business analytics creative activity
2894,ETC5550,Applied forecasting
2895,ETC5555,Statistical machine learning
2896,ETC5580,Advanced statistical modelling
2897,ETC5860,Research paper
2898,ETF1100,Business statistics
2899,ETF2020,Statistical foundations of business analytics
2900,ETF2100,Introductory econometrics
2901,ETF2121,Data analysis in business
2902,ETF2480,Business modelling
2903,ETF2700,Mathematics for business
2904,ETF3200,Applied econometrics
2905,ETF3231,Business forecasting
2906,ETF3300,Quantitative methods for financial markets
2907,ETF3480,Optimisation for managers
2908,ETF3500,High dimensional data analysis
2909,ETF3600,Quantitative analysis of limited dependent variables
2910,ETF5200,Time series and panel data econometrics
2911,ETF5231,Business forecasting
2912,ETF5320,Applied econometrics
2913,ETF5330,Quantitative methods for financial markets
2914,ETF5480,Optimisation for managers
2915,ETF5500,High dimensional data analysis
2916,ETF5550,Research project
2917,ETF5600,Quantitative analysis of limited dependent variables
2918,ETF5650,Business optimisation skills
2919,ETF5910,Introductory applied econometrics
2920,ETF5912,Data analysis in business
2921,ETF5922,Data visualisation and analytics
2922,ETF5930,Financial econometrics
2923,ETF5932,Predictive analytics and machine learning
2924,ETF5952,Quantitative methods for risk analysis
2925,ETF5970,Mathematics for business
2926,ETM5900,Business statistics
2927,ETM5950,Data analytics for business
2928,ETO5510,Introduction to data analysis
2929,ETO5513,Collaborative and reproducible practices
2930,ETO5922,Data visualisation and analytics
2931,ETS2010,Introductory probability theory
2932,ETS2410,Introductory econometrics
2933,ETS3410,Applied econometrics
2934,ETW1001,Introduction to statistical analysis
2935,ETW2001,Foundations of data analysis and modelling
2936,ETW2420,Survey methods and managerial statistics
2937,ETW2440,Business modelling and analytics methods
2938,ETW2500,Statistical learning
2939,ETW2510,Introduction to econometrics
2940,ETW2800,Text analytics for business
2941,ETW3420,Principles of forecasting and applications
2942,ETW3450,Applied time series econometrics
2943,ETW3481,Econometric methods for finance
2944,ETW3482,Data mining for business
2945,ETW3483,Applied analytics
2946,ETW3510,Applied econometric methods
2947,ETW5001,Applied business analytics
2948,ETX1100,Business statistics
2949,ETX2250,Data visualisation and analytics
2950,ETX3250,Predictive analytics and machine learning
2951,ETX5900,Business statistics
2952,ETX6500,Statistical inference
2953,ETX6510,Foundations of econometrics
2954,FEH0001,Art and design research exchange unit
2955,FEH1001,Exchange art and design unit
2956,FEH1002,Exchange art and design unit
2957,FEH1003,Exchange art and design unit
2958,FEH1004,Exchange art and design unit
2959,FEH2001,Exchange art and design unit
2960,FEH2002,Exchange art and design unit
2961,FEH2003,Exchange art and design unit
2962,FEH2004,Exchange art and design unit
2963,FEH2005,Exchange art and design unit
2964,FEH2006,Exchange art and design unit
2965,FEH2007,Exchange art and design unit
2966,FEH3001,Exchange art and design unit
2967,FEH3002,Exchange art and design unit
2968,FEH3003,Exchange art and design unit
2969,FEH3004,Exchange art and design unit
2970,FEH3005,Exchange art and design unit
2971,FEH3006,Exchange art and design unit
2972,FEH3007,Exchange art and design unit
2973,FEH4001,Exchange art and design unit
2974,FEH4002,Exchange art and design unit
2975,FEH4003,Exchange art and design unit
2976,FEH4004,Exchange art and design unit
2977,FIT1006,Business information analysis
2978,FIT1008,Introduction to computer science
2979,FIT1013,Digital futures: IT for business
2980,FIT1033,Foundations of 3D
2981,FIT1043,Introduction to data science
2982,FIT1045,Algorithms and programming fundamentals in python
2983,FIT1046,Interactive media foundations
2984,FIT1047,"Introduction to computer systems, networks and security"
2985,FIT1048,Fundamentals of C++
2986,FIT1049,IT professional practice
2987,FIT1050,Web fundamentals
2988,FIT1051,Programming fundamentals in java
2989,FIT1052,Digital futures: IT shaping society
2990,FIT1053,Algorithms and programming in python (advanced)
2991,FIT1054,Computer science (advanced)
2992,FIT1055,IT professional practice and ethics
2993,FIT1056,Collaborative engineering for web applications 
2994,FIT2001,Systems development
2995,FIT2002,IT project management
2996,FIT2004,Algorithms and data structures
2997,FIT2014,Theory of computation
2998,FIT2032,Industry-based learning
2999,FIT2073,Game design studio 1
3000,FIT2081,Mobile application development
3001,FIT2082,Computer science research project
3002,FIT2083,Innovation and research in computer science
3003,FIT2085,Introduction to computer science for engineers
3004,FIT2086,Modelling for data analysis
3005,FIT2087,3D character animation
3006,FIT2090,Business information systems and processes
3007,FIT2091,Interactive media studio 1
3008,FIT2092,Interactive media studio 2
3009,FIT2093,Introduction to cyber security
3010,FIT2094,Databases
3011,FIT2095,e-Business software technologies
3012,FIT2096,Games programming 1
3013,FIT2097,Games programming 2
3014,FIT2098,Virtual and augmented reality
3015,FIT2099,Object oriented design and implementation
3016,FIT2100,Operating systems
3017,FIT2101,Software engineering process and management
3018,FIT2102,Programming paradigms
3019,FIT2104,Web database interface
3020,FIT2105,"Creative computing: understanding art, science and technology"
3021,FIT2107,Software quality and testing
3022,FIT2108,Industry based learning seminar
3023,FIT3003,Business intelligence and data warehousing
3024,FIT3031,Network security
3025,FIT3039,Studio project 1
3026,FIT3040,Studio project 2
3027,FIT3045,Industry-based learning
3028,FIT3047,Industry experience studio project 1
3029,FIT3048,Industry experience studio project 2
3030,FIT3077,Software engineering: Architecture and design
3031,FIT3080,Artificial intelligence
3032,FIT3081,Image processing
3033,FIT3094,"Artificial life, artificial intelligence and virtual environments"
3034,FIT3098,Social informatics
3035,FIT3134,Entrepreneurship
3036,FIT3138,Real time enterprise systems
3037,FIT3139,Computational modelling and simulation
3038,FIT3142,Distributed computing
3039,FIT3143,Parallel computing
3040,FIT3144,Advanced computer science research project
3041,FIT3145,Game design studio 2
3042,FIT3146,Maker lab
3043,FIT3152,Data analytics
3044,FIT3153,Research-based learning
3045,FIT3154,Advanced data analysis
3046,FIT3155,Advanced data structures and algorithms
3047,FIT3157,Advanced web design
3048,FIT3158,Business decision modelling
3049,FIT3159,Computer architecture
3050,FIT3161,Computer science project 1
3051,FIT3162,Computer science project 2
3052,FIT3163,Data science project 1
3053,FIT3164,Data science project 2
3054,FIT3165,Computer networks
3055,FIT3168,IT forensics
3056,FIT3169,Immersive environments
3057,FIT3170,Software engineering practice
3058,FIT3171,Databases
3059,FIT3172,Sonics
3060,FIT3173,Software security
3061,FIT3174,IT strategy and governance
3062,FIT3175,Usability
3063,FIT3176,Advanced database design
3064,FIT3178,iOS app development
3065,FIT3179,Data visualisation
3066,FIT3180,Data management for health informatics
3067,FIT3181,Deep learning
3068,FIT3182,Big data management and processing
3069,FIT3183,Malicious AI and dark side security
3070,FIT3199,Industry work experience
3071,FIT4000,Honours thesis extension
3072,FIT4002,Software engineering industry experience studio project
3073,FIT4003,Software engineering research project
3074,FIT4005,Research methods in information technology
3075,FIT4008,Reading unit
3076,FIT4009,Advanced topics in intelligent systems
3077,FIT4042,Industry-based learning
3078,FIT4165,Computer networks
3079,FIT4441,Honours thesis part 1
3080,FIT4442,Honours thesis part 2
3081,FIT4443,Honours thesis part 3
3082,FIT4444,Honours thesis final
3083,FIT4448,Honours thesis final
3084,FIT5000,Minor thesis extension
3085,FIT5003,Software security
3086,FIT5032,Internet applications development
3087,FIT5037,Network security
3088,FIT5042,Enterprise application development for the web
3089,FIT5046,Mobile and distributed computing systems
3090,FIT5047,Fundamentals of artificial intelligence
3091,FIT5057,Project management
3092,FIT5086,Organisational informatics
3093,FIT5088,Information and knowledge management systems
3094,FIT5094,IT for management decision making
3095,FIT5097,Business intelligence modelling
3096,FIT5101,Enterprise systems
3097,FIT5102,IT strategy and governance
3098,FIT5105,Information access and use
3099,FIT5106,Information organisation
3100,FIT5107,Recordkeeping Informatics
3101,FIT5108,Reading unit
3102,FIT5109,Research topic
3103,FIT5120,Industry experience studio project
3104,FIT5122,Professional practice
3105,FIT5124,Advanced topics in security
3106,FIT5125,IT research methods
3107,FIT5126,Masters thesis part 1
3108,FIT5127,Masters thesis part 2
3109,FIT5128,Masters thesis final
3110,FIT5129,"Enterprise IT security - planning, operations and management"
3111,FIT5133,Enterprise architecture and management
3112,FIT5136,Software engineering
3113,FIT5137,Advanced database technology
3114,FIT5138,Advanced software engineering
3115,FIT5140,IoT and mobile applications
3116,FIT5143,IT research methods
3117,FIT5144,Research strategies and skills
3118,FIT5145,Introduction to data science
3119,FIT5146,Data curation and management
3120,FIT5147,Data exploration and visualisation
3121,FIT5149,Applied data analysis
3122,FIT5152,User interface design and usability
3123,FIT5159,IT for financial decisions
3124,FIT5160,"Business process modelling, design and simulation"
3125,FIT5163,Information and computer security
3126,FIT5166,Information retrieval systems
3127,FIT5171,"System validation and verification, quality and standards"
3128,FIT5190,Introduction to IT research methods
3129,FIT5195,Business intelligence and data warehousing
3130,FIT5196,Data wrangling
3131,FIT5197,Statistical data modelling
3132,FIT5201,Machine learning
3133,FIT5202,Data processing for big data
3134,FIT5205,Data in society
3135,FIT5206,Digital continuity
3136,FIT5210,Masters thesis
3137,FIT5212,Data analysis for semi-structured data
3138,FIT5214,Blockchain
3139,FIT5215,Deep learning
3140,FIT5216,Modelling discrete optimisation problems
3141,FIT5217,Natural language processing
3142,FIT5218,Human-centric AI
3143,FIT5219,Advanced learning and cognitive systems
3144,FIT5220,Solving discrete optimisation problems
3145,FIT5221,Intelligent image and video analysis
3146,FIT5222,Planning and automated reasoning
3147,FIT5223,IT forensics
3148,FIT5224,Smart contracts
3149,FIT5225,Cloud computing and security
3150,FIT5226,Multi agent systems and collective behaviour
3151,FIT5227,Introduction to 3D modelling and virtual reality
3152,FIT5228,Masters thesis part 3
3153,FIT5229,Masters thesis final
3154,FIT5230,Malicious AI
3155,FIT6021,Advanced research methods
3156,FIT9123,Introduction to business information systems
3157,FIT9130,Systems analysis and design
3158,FIT9131,Programming foundations in Java
3159,FIT9132,Introduction to databases
3160,FIT9136,Algorithms and programming foundations in Python
3161,FIT9137,Introduction to computer architecture and networks
3162,FNA1111,Introduction to contemporary practices 1
3163,FNA1112,Introduction to contemporary practices 2
3164,FNA2034,Sound in the space of art
3165,FNA2035,"Interventions in sound, performance and socially engaged practices"
3166,FNA2111,Contemporary practices 3
3167,FNA2112,Contemporary practices 4
3168,FNA2903,Art and design in film
3169,FNA3111,Contemporary practices 5
3170,FNA3112,Contemporary practices 6
3171,FNA4001,Project studies (fine art honours)
3172,FNA4002,Major project (fine art honours)
3173,FNA4011,Studio methodology
3174,FNA4025,Fine art internship
3175,FNA4200,Public art studio
3176,FNA4210,Presentation and production for public art
3177,FOR3001,Principles of forensic medicine and science
3178,FOR4001,Medical evidence
3179,FOR4002,Injury interpretation
3180,FOR4003,"Ethics, medicine and the law"
3181,FOR4004,Elements of the forensic sciences
3182,FOR5005,Adult sexual assault
3183,FOR5006,Traffic medicine
3184,FOR5007,Elements of forensic toxicology
3185,FOR5008,Custodial medicine
3186,FOR5009,Advanced issues in sexual violence
3187,FOR5010,Project in forensic medicine
3188,FOR5012,Child and adolescent sexual abuse
3189,FOR5013,Non accidental injury in childhood
3190,FOR5014,Elements of forensic odontology
3191,FOR5015,Post mortem dental identification: Principles and methods
3192,FOR5016,Clinical forensic odontology
3193,FOR5017,Disaster victim identification (DVI): Principles and methods
3194,FOR5018,Elements of forensic anthropology
3195,FOR5020,Post mortem CT imaging
3196,FOR5021,Mortuary technical science
3197,FOR5023,Quality management in the forensic sciences
3198,FOR5025,Forensic pharmacology
3199,FOR5026,Death investigation
3200,FRU0001,Research in ceramics discipline
3201,FRU0002,Research in design discipline
3202,FRU0003,Research in drawing discipline
3203,FRU0004,Research in glass discipline
3204,FRU0005,Research in visual communication discipline
3205,FRU0006,Research in industrial design discipline
3206,FRU0007,Research in interior architecture discipline
3207,FRU0008,Research in metals & jewellery discipline
3208,FRU0009,Research in multimedia discipline
3209,FRU0010,Research in painting discipline
3210,FRU0011,Research in photomedia discipline
3211,FRU0012,Research in printmaking discipline
3212,FRU0013,Research in sculpture discipline
3213,FRU0014,Research in tapestry discipline
3214,FRU0015,Research in theory of art and design discipline
3215,FRU0016,Research in visual art discipline
3216,FRU0017,Research in digital arts discipline
3217,FRU0018,Research in architecture discipline
3218,FRU0019,Research in curatorial practice
3219,FSC5010,Food chemistry and biochemistry
3220,FSC5011,Advanced food chemistry and biochemistry
3221,FSC5030,Food microbiology and safety
3222,FSC5040,"Food, nutrition and health"
3223,FSC5041,"Advanced food, nutrition and human health "
3224,FSC5051,Innovation consumer behaviour and food marketing
3225,FSC5070,Future food supply and security
3226,FSC5080,Food science and technology in practice
3227,FSC5090,Food science and agribusiness research project
3228,FSC5091,Food science and agribusiness industry internship 
3229,FST1800,Fundamentals of food and sensory science
3230,FST1911,Introduction to nutrition
3231,FST2810,Food bioprocess technology
3232,FST3711,Food and industrial microbiology
3233,FST3800,Food science internship
3234,FST3820,Food preservation
3235,FST3830,Functional foods
3236,FST3840,Food processing
3237,FST3850,Food product development
3238,FST3862,Food safety and quality management 
3239,FST4100,Food science and technology research project
3240,FST4280,Honours coursework in food science and technology
3241,FZA2002,IT project management
3242,FZA2009,Data structures and algorithms
3243,FZA2034,Computer programming 2
3244,FZA2089,Mobile networks
3245,FZA2090,Business information systems and processes
3246,FZA2093,Introduction to cyber security
3247,FZA2094,Databases
3248,FZA2095,e-Business software technologies
3249,FZA2100,Operating systems
3250,FZA3003,Business intelligence and data warehousing
3251,FZA3031,Network security
3252,FZA3046,Operating environments
3253,FZA3047, Industry experience studio project 1
3254,FZA3048,Industry experience studio project 2
3255,FZA3077,Software engineering: Architecture and design
3256,FZA3134,Entrepreneurship
3257,FZA3158,Business decision modelling
3258,FZA3160,Mobile data management
3259,FZA3165, Computer networks
3260,FZA3167,Mobile communications 2
3261,FZA3173,Software security
3262,FZA3174,IT strategy and governance
3263,FZA3175,Usability
3264,GCH5010,Introduction to green chemistry
3265,GCH5020,Green chemistry innovation - transforming industry and manufacturing
3266,GCH5030,Green chemistry consultancy project
3267,GCH5110,Designing safer chemicals
3268,GCH5120,Green chemical synthesis and applications
3269,GCH5900,Research project in green chemistry 
3270,GCH5901,Research project in green chemistry part A
3271,GCH5902,Research project in green chemistry part B
3272,GCH5920,Sustainability project
3273,GEN2041,Foundations of genetics
3274,GEN2052,Genomics and population genetics
3275,GEN3010,Applied bioinformatics
3276,GEN3030,"Molecular, cellular and developmental genetics"
3277,GEN3040,Genomics and its applications
3278,GEN3051,Medical and forensic genetics
3279,GEN3062,Evolutionary and ecological genetics
3280,GEN3990,Genetics in action research project
3281,GEN5010,Advanced genetics and biotechnology
3282,GHS5841,Research and evidence for practice
3283,GHS5850,Nursing leadership and patient safety
3284,GMA2100,Foundations of medical practice
3285,GMA2200,Principles of medicine
3286,GNA2022,The dynamic cell
3287,GNA2042,Human genetics 
3288,GNA5010,Advanced genetics and biotechnology
3289,GNA5011,Genome function
3290,GNA5012,Applied bioinformatics
3291,GNA5022,Sequencing technologies
3292,GNA5040,Genomics and its applications
3293,GNA5051,Medical and forensic genetics
3294,GNA5120 ,Genome curation
3295,GNA5200,Clinical applications of genomics
3296,GRS4100,Laboratory skills in reproductive science
3297,GRS4101,Reproductive endocrinology
3298,GRS4102,Gonadal development and function
3299,GRS4103,Pregnancy and parturition
3300,GRS4104,Reproductive health and fertility regulations
3301,GRS4110,Research skills in reproductive science
3302,GRS4201,Reproduction and planetary health 
3303,GRS4202,Assisted reproductive and genetic technologies
3304,HCS5100,Foundations of health professions education: Clinical Simulation
3305,HEC5870,Advanced health economics A
3306,HEC5970,Introduction to health economics
3307,HEC5973,Economic evaluation in health care
3308,HEC5975,Principles of health economics for developing countries
3309,HEC5979,Health economics
3310,HPE5003,Assessment in health professions education
3311,HPE5100,Foundations of health professions education
3312,HSC1100,Introduction to research and evidence
3313,HSC1200,Introduction to public health
3314,HSC1300,Human health and disease
3315,HSC1400,The Australian healthcare system
3316,HSC2100,Emerging challenges in health
3317,HSC2200,Health and the human lifespan
3318,HSC2300,Introduction to health promotion and disease prevention
3319,HSC4100,Health Science research project
3320,HSC4200,Advanced studies in Health Science 
3321,HUP3011,Human pathology 1: Understanding disease processes
3322,HUP3022,Human pathology 2: Pathology of human diseases
3323,HUP3810,Principles of pathology 1
3324,HUP3820,Principles of pathology 2
3325,HUP3990,Human pathology in action research project
3326,IAR3501,Studies in interior architecture
3327,IAR4119,Interior architecture studio 7
3328,IAR4120,Interior architecture design research project
3329,IAR4406,Industrial experience
3330,IAR4500,Research: Questions and processes
3331,IAR4501,Interior architecture design research documentation
3332,IDE1602,Drawing for designers
3333,IDE2120,Designing for sustainability
3334,IDE2211,Engineering drawing
3335,IDE2810,Furniture 1
3336,IDE2811,Electromechanics for designers
3337,IDE3812,Mobility design 1
3338,IDE3813,Mobility design 2
3339,IDE3815,Furniture design 2
3340,IDE4809,Mobility design 3
3341,IDN1002,Industrial design studio 2
3342,IDN2001,Industrial design studio 3
3343,IDN2002,Industrial design project studio
3344,IDN2021,Design for manufacturing
3345,IDN2033,Mould making and casting for design
3346,IDN2102,Service design studio
3347,IDN3001,Industrial design studio 4
3348,IDN3002,Industrial design studio 5
3349,IDN4406,Industry placement for design
3350,IMM2011,Basic immunology: The body's defence system
3351,IMM2022,Immunology in health and disease
3352,IMM3031,Molecular and cellular immunology
3353,IMM3042,Clinical immunopathology
3354,IMM3051,Principles of applied immunology
3355,IMM3062,Clinical and research laboratory immunology
3356,IMM3802,Essentials of applied immunology
3357,IMM3990,Immunology in action research project
3358,IPE1011,Foundations of health in primary clinical care
3359,IRD5000,Master of biomedical science (Part 1): Monash Institute of Medical Research
3360,ITI5003,Software security
3361,ITI5037,Network security
3362,ITI5057,Project management
3363,ITI5120,Industry experience studio project
3364,ITI5122,Professional practice
3365,ITI5124,Advanced topics in security
3366,ITI5125,IT research methods
3367,ITI5126,Masters thesis part 1
3368,ITI5127,Masters thesis part 2
3369,ITI5128,Masters thesis final
3370,ITI5129,"Enterprise IT security - planning, operations and management"
3371,ITI5136,Software engineering
3372,ITI5145,Introduction to data science
3373,ITI5147,Data exploration and visualisation
3374,ITI5149,Applied data analysis
3375,ITI5163,Information and computer security
3376,ITI5196,Data wrangling
3377,ITI5197,Statistical data modelling
3378,ITI5201,Machine learning
3379,ITI5202,Data processing for big data
3380,ITI5212,Data analysis for semi-structured data
3381,ITI5214,Blockchain
3382,ITI5223,IT forensics
3383,ITI5224,Smart contracts
3384,ITI5225,Cloud computing and security
3385,ITI5228,Masters thesis part 3
3386,ITI5229,Masters thesis final
3387,ITI9004,Mathematical foundations for data science and AI
3388,ITI9131,Programming foundations in Java
3389,ITI9132,Introduction to databases
3390,ITI9136,Algorithms and programming foundations in Python
